Title,Topic,Subtopic,Year of the map,Description,link
EU 27 Pork meat export 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatEXP.png
EU 27 Pork meat export 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatEXP.png
EU 27 Pork meat import 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatIMP.png
EU 27 Pork meat import 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatIMP.png
EU 27 Poultry meat export 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatEXP.png
EU 27 Poultry meat export 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatEXP.png
EU 27 Poultry meat import 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatIMP.png
EU 27 Poultry meat import 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatIMP.png
EU 27 Sheep and goat meat export 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSheep%20and%20goat%20meatEXP.png
EU 27 Sheep and goat meat export 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatEXP.png
EU 27 Sheep and goat meat import 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSheep%20and%20goat%20meatIMP.png
EU 27 Sheep and goat meat import 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatIMP.png
EU 27 Sugar export 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRsugarEXP.png
EU 27 Sugar export 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/sugarEXP.png
EU 27 Sugar import 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRsugarIMP.png
EU 27 Sugar import 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/sugarIMP.png
EU 27 Wine export 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineEXP.png
EU 27 Wine export 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineEXP.png
EU 27 Wine import 2008-2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineIMP.png
EU 27 Wine import 2012,Agri-food Markets,Trade and Quotas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineIMP.png
EU 28 animal feed export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Animal%20feedEXP.jpg
EU 28 Animal feed export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRAnimal%20feedEXP.jpg
EU 28 animal feed import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Animal%20feedIMP.jpg
EU 28 Animal feed import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRAnimal%20feedIMP.jpg
EU 28 beef meat export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Beef%20meatEXP.jpg
EU 28 beef meat export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRBeef%20meatEXP.jpg
EU 28 beef meat import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Beef%20meatIMP.jpg
EU 28 beef meat import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRBeef%20meatIMP.jpg
EU 28 cereals and rice export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Cereals%20and%20riceEXP.jpg
EU 28 Cereals and rice export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRCereals%20and%20riceEXP.jpg
EU 28 cereals and rice import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Cereals%20and%20riceIMP.jpg
EU 28 Cereals and rice import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRCereals%20and%20riceIMP.jpg
EU 28 fruits and vegetables export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Fruits%20and%20vegetablesEXP.jpg
EU 28 fruits and vegetables export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRFruits%20and%20vegetablesEXP.jpg
EU 28 fruits and vegetables import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Fruits%20and%20vegetablesIMP.jpg
EU 28 fruits and vegetables import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRFruits%20and%20vegetablesIMP.jpg
EU 28 Milk and milk products export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Milk%20and%20milk%20prodsEXP.jpg
EU 28 milk and milk products export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRMilk%20and%20milk%20prodsEXP.jpg
EU 28 Milk and milk products import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Milk%20and%20milk%20prodsIMP.jpg
EU 28 milk and milk products import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRMilk%20and%20milk%20prodsIMP.jpg
EU 28 olive oil export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/olive%20oilEXP.jpg
EU 28 olive oil export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRolive%20oilEXP.jpg
EU 28 olive oil import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/olive%20oilIMP.jpg
EU 28 olive oil import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRolive%20oilIMP.jpg
EU 28 Pork meat export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatEXP.jpg
EU 28 pork meat export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatEXP.jpg
EU 28 Pork meat import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatIMP.jpg
EU 28 pork meat import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatIMP.jpg
EU 28 Poultry meat export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatEXP.jpg
EU 28 poultry meat export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatEXP.jpg
EU 28 Poultry meat import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatIMP.jpg
EU 28 poultry meat import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatIMP.jpg
EU 28 Sheep and goat meat export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatEXP.jpg
EU 28 sheep and goat meat export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSheep%20and%20goat%20meatEXP.jpg
EU 28 Sheep and goat meat import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatIMP.jpg
EU 28 sheep and goat meat import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSheep%20and%20goat%20meatIMP.jpg
EU 28 sugar export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/sugarEXP.jpg
EU 28 sugar export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRsugarEXP.jpg
EU 28 sugar import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/sugarIMP.jpg
EU 28 sugar import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRsugarIMP.jpg
EU 28 Wine export,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineEXP.jpg
EU 28 wine export 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineEXP.jpg
EU 28 Wine import,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineIMP.jpg
EU 28 wine import 2009-2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineIMP.jpg
EU-28 exports of agricultural products 2013,Agri-food Markets,Trade and Quotas,2014,EU-28 Exports of Agricultural products: EU-28 top 10 destinations 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/export_2013.gif
EU-28 import of agricultural products 2013,Agri-food Markets,Trade and Quotas,2014,EU-28 Imports of agricultural products 2013: EU top origins 2013,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/import_2013.gif
Wine CN 2204 Trade - export from EU27 - 2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/winetrade_world_EXP_2.gif
Wine CN 2204 Trade - import into EU27 - 2013,Agri-food Markets,Trade and Quotas,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/winetrade_world_IMP_3.gif
EU-27 animal feed export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRAnimal%20feedEXP_2010to2014.jpg
EU-27 animal feed import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRAnimal%20feedIMP_2010to2014.jpg
EU-27 beef meat export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRBeef%20meatEXP_2010to2014.jpg
EU-27 beef meat import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRBeef%20meatIMP_2010to2014.jpg
EU-27 cereals and rice export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRCereals%20and%20riceEXP_2010to2014.jpg
EU-27 cereals and rice import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRCereals%20and%20riceIMP_2010to2014.jpg
EU-27 fruit and vegetables import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRFruits%20and%20vegetablesIMP_2010to2014.jpg
EU-27 fruits and vegetabels export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRFruits%20and%20vegetablesEXP_2010to2014.jpg
EU-27 milk and milk products export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRMilk%20and%20milk%20prodsEXP_2010to2014.jpg
EU-27 milk and milk products import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRMilk%20and%20milk%20prodsIMP_2010to2014.jpg
EU-27 olive oil export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TROlive%20oilEXP_2010to2014.jpg
EU-27 olive oil import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TROlive%20oilIMP_2010to2014.jpg
EU-27 pork meat export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatEXP_2010to2014.jpg
EU-27 pork meat import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPork%20meatIMP_2010to2014.jpg
EU-27 poultry meat export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatEXP_2010to2014.jpg
EU-27 poultry meat import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRPoultry%20meatIMP_2010to2014.jpg
EU-27 sheep and goat meat export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSheep%20and%20goat%20meatEXP_2010to2014.jpg
EU-27 sugar export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSugarEXP_2010to2014.jpg
EU-27 sugar import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRSugarIM_2010to2014P.jpg
EU-27 wine export 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineEXP_2010to2014.jpg
EU-27 wine import 2010-2014,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/TRWineIMP_2010to2014.jpg
EU-28 animal feed export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Animal%20feedEXP_2014.jpg
EU-28 animal feed import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Animal%20feedIMP_2014.jpg
EU-28 beef import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Beef%20meatIMP_2014.jpg
EU-28 beef meat export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Beef%20meatEXP_2014.jpg
EU-28 cereals and rice export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Cereals%20and%20riceEXP_2014.jpg
EU-28 cereals and rice import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Cereals%20and%20riceIMP_2014.jpg
EU-28 exports of agricultural products 2014,Agri-food Markets,Trade and Quotas,2015,EU-28 Exports of Agricultural products 2014: EU-28 top destinations 2014,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/export_2014.gif
EU-28 fruit and vegetables export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Fruits%20and%20vegetablesEXP_2014.jpg
EU-28 fruits and vegetables import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Fruits%20and%20vegetablesIMP_2014.jpg
EU-28 imports of agricultural products 2014,Agri-food Markets,Trade and Quotas,2015,EU-28 Imports of agricultural products 2014: EU-28 top origins 2015,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/import_2014.gif
EU-28 milk and milk products export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Milk%20and%20milk%20prodsEXP_2014.jpg
EU-28 milk and milk products import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Milk%20and%20milk%20prodsIMP_2014.jpg
EU-28 olive oil export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Olive%20oilEXP_2014.jpg
Eu-28 olive oil import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Olive%20oilIMP_2014.jpg
EU-28 pork meat export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatEXP_2014.jpg
EU-28 pork meat import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Pork%20meatIMP_2014.jpg
EU-28 poultry meat export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatEXP_2014.jpg
EU-28 poultry meat import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Poultry%20meatIMP_2014.jpg
EU-28 sheep and goat meat export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatEXP_2014.jpg
EU-28 sheep and goat meat import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Sheep%20and%20goat%20meatIMP_2014.jpg
EU-28 wine export,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineEXP_2014.jpg
EU-28 wine import,Agri-food Markets,Trade and Quotas,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/WineIMP_2014.jpg
Wine CN 2204 Trade - export from EU-28 - 2014,Agri-food Markets,Trade and Quotas,2015,Wine export from EU-28 to the main destinations in 2014,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/winetrade_world_EXP_2014.gif
Wine CN 2204 Trade - import into EU-28 - 2014,Agri-food Markets,Trade and Quotas,2015,Wine import from the top origin countries to EU-28 in 2014,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/winetrade_world_IMP_2014.gif
World average agri-food trade 2012-2014 in billion EUR,Agri-food Markets,Trade and Quotas,2015,Average agri food trade 2012-2014 in billion EUR,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Agri%20food%20trade%202012-2014.png
